Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2011,N,SN_STA_OVWGT,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,7.4
2011,N,SN_STA_OVWGT,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2011,8.2
2011,N,SN_STA_OVWGT,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2011,7.1
2011,N,SN_STA_OVWGT,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,6.9
2011,N,SN_STA_OVWGT,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,6.4
2011,N,SN_STA_OVWGT,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,8.9
2011,N,SN_STA_OVWGT,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,4.6
2011,N,SN_STA_OVWGT,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,6.7
2011,N,SN_STA_OVWGT,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,10.3
2011,N,SN_STA_OVWGT,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,7.4
2011,N,SN_STA_OVWGT,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,10.8
2011,N,SN_STA_OVWGT,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,7.0
2011,N,SN_STA_OVWGT,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,9.5
2011,N,SN_STA_OVWGT,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,8.6
2011,N,SH_STA_WAST,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,5.9
2011,N,SH_STA_WAST,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2011,30.8
2011,N,SH_STA_WAST,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2011,6.7
2011,N,SH_STA_WAST,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,3.7
2011,N,SH_STA_WAST,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,5.6
2011,N,SH_STA_WAST,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,6.5
2011,N,SH_STA_WAST,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,9.4
2011,N,SH_STA_WAST,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,5.6
2011,N,SH_STA_WAST,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,6.7
2011,N,SH_STA_WAST,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,7.4
2011,N,SH_STA_WAST,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,2.2
2011,N,SH_STA_WAST,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,1.0
2011,N,SH_STA_WAST,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,2.1
2011,N,SH_STA_WAST,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,2.2
