Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2011,N,SH_FPL_MTMM,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,28.3
2015,N,SH_FPL_MTMM,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,50.4
2011,N,SH_FPL_MTMM,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2011,41.0
2015,N,SH_FPL_MTMM,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2015,60.0
2011,N,SH_FPL_MTMM,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2011,20.5
2015,N,SH_FPL_MTMM,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2015,45.5
2011,N,SH_FPL_MTMM,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,28.8
2015,N,SH_FPL_MTMM,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,42.7
2011,N,SH_FPL_MTMM,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,19.5
2015,N,SH_FPL_MTMM,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,46.6
2011,N,SH_FPL_MTMM,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,16.8
2015,N,SH_FPL_MTMM,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,47.6
2011,N,SH_FPL_MTMM,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,11.7
2015,N,SH_FPL_MTMM,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,37.3
2011,N,SH_FPL_MTMM,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,36.3
2015,N,SH_FPL_MTMM,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,54.3
2011,N,SH_FPL_MTMM,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,29.2
2015,N,SH_FPL_MTMM,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,40.4
2011,N,SH_FPL_MTMM,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,22.0
2015,N,SH_FPL_MTMM,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,41.2
2011,N,SH_FPL_MTMM,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,25.5
2015,N,SH_FPL_MTMM,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,58.2
2011,N,SH_FPL_MTMM,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,33.6
2015,N,SH_FPL_MTMM,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,64.0
2011,N,SH_FPL_MTMM,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,51.0
2015,N,SH_FPL_MTMM,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,60.6
2011,N,SH_FPL_MTMM,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,54.2
2015,N,SH_FPL_MTMM,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,68.0
