Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,D20,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,81.8
2016,N,D20,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,85.4
2017,N,D20,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,83.9
2018,N,D20,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,92.5
2019,N,D20,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,92.9
2015,N,D20,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,85.9
2016,N,D20,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,87.5
2017,N,D20,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,84.9
2018,N,D20,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,93.7
2019,N,D20,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,93.8
2015,N,D20,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,83.9
2016,N,D20,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,86.4
2017,N,D20,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,84.4
2018,N,D20,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,93.1
2019,N,D20,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,93.3
2015,N,D20,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,80.0
2016,N,D20,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,78.3
2017,N,D20,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,72.4
2018,N,D20,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,79.1
2019,N,D20,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,76.4
2015,N,D20,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,79.7
2016,N,D20,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,82.6
2017,N,D20,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,72.3
2018,N,D20,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,78.7
2019,N,D20,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,82.5
2015,N,D20,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,62.0
2016,N,D20,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,65.3
2017,N,D20,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,69.0
2018,N,D20,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,74.5
2019,N,D20,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,79.5
2015,N,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,105.7
2016,N,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,110.5
2017,N,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,110.4
2018,N,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,127.2
2019,N,D20,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,127.2
2015,N,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,79.1
2016,N,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,78.2
2017,N,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,80.0
2018,N,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,88.2
2019,N,D20,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,86.3
2015,N,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,75.7
2016,N,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,74.9
2017,N,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,68.3
2018,N,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,81.0
2019,N,D20,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,79.6
2015,N,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,80.7
2016,N,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,81.8
2017,N,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,78.2
2018,N,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,85.9
2019,N,D20,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,86.0
2015,N,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,85.8
2016,N,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,90.8
2017,N,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,86.7
2018,N,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,92.9
2019,N,D20,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,91.5
2015,N,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,93.3
2016,N,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,97.6
2017,N,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,90.5
2018,N,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,95.5
2019,N,D20,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,93.6
2015,N,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,102.4
2016,N,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,108.6
2017,N,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,106.2
2018,N,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,110.6
2019,N,D20,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,108.4
2015,N,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,88.9
2016,N,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,92.2
2017,N,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,88.5
2018,N,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2018,90.2
2019,N,D20,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2019,86.5
