Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,SI_POV_50MI,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,18.1
2015,N,SI_POV_50MI,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,18.0
2015,N,SI_POV_50MI,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,18.1
2015,N,SI_POV_50MI,508,_T,_T,_T,_T,_T,PD,_T,_T,PT,0,2015,18.1
2015,N,SI_POV_50MI,508,_T,_T,_T,_T,_T,PWD,_T,_T,PT,0,2015,17.6
2015,N,SI_POV_50MI,508,_T,Y0T4,_T,_T,_T,_T,_T,_T,PT,0,2015,21.4
2015,N,SI_POV_50MI,508,_T,Y5T9,_T,_T,_T,_T,_T,_T,PT,0,2015,21.2
2015,N,SI_POV_50MI,508,_T,Y10T14,_T,_T,_T,_T,_T,_T,PT,0,2015,21.3
2015,N,SI_POV_50MI,508,_T,Y15T19,_T,_T,_T,_T,_T,_T,PT,0,2015,15.6
2015,N,SI_POV_50MI,508,_T,Y20T24,_T,_T,_T,_T,_T,_T,PT,0,2015,12.4
2015,N,SI_POV_50MI,508,_T,Y25T29,_T,_T,_T,_T,_T,_T,PT,0,2015,14.2
2015,N,SI_POV_50MI,508,_T,Y30T34,_T,_T,_T,_T,_T,_T,PT,0,2015,15.2
2015,N,SI_POV_50MI,508,_T,Y35T39,_T,_T,_T,_T,_T,_T,PT,0,2015,17.3
2015,N,SI_POV_50MI,508,_T,Y40T44,_T,_T,_T,_T,_T,_T,PT,0,2015,17.9
2015,N,SI_POV_50MI,508,_T,Y45T49,_T,_T,_T,_T,_T,_T,PT,0,2015,15.5
2015,N,SI_POV_50MI,508,_T,Y50T54,_T,_T,_T,_T,_T,_T,PT,0,2015,13.8
2015,N,SI_POV_50MI,508,_T,Y55T59,_T,_T,_T,_T,_T,_T,PT,0,2015,13.3
2015,N,SI_POV_50MI,508,_T,Y_GE60,_T,_T,_T,_T,_T,_T,PT,0,2015,13.8
