Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,26.454
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2016,24.026
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,26.362
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RC,_T,PT,0,2015,25.9287045176092
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RC,_T,PT,0,2016,23.1354748096742
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RC,_T,PT,0,2017,24.4070028374845
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RF,_T,PT,0,2015,22.0021076067294
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RF,_T,PT,0,2016,20.0944410508798
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RF,_T,PT,0,2017,21.0289373960671
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RNF,_T,PT,0,2015,1.04718527594036
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RNF,_T,PT,0,2016,0.371075415002329
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RNF,_T,PT,0,2017,0.710879496547418
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RCO,_T,PT,0,2015,1.89341822587707
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RCO,_T,PT,0,2016,1.70416112290395
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RCO,_T,PT,0,2017,2.02928976341932
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RP,_T,PT,0,2015,0.98599340906237
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RP,_T,PT,0,2016,0.965797220888172
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RP,_T,PT,0,2017,0.637896181450641
2015,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RCA,_T,PT,0,2015,0.525476247849121
2016,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RCA,_T,PT,0,2016,0.891233914624361
2017,N,GR_G14_GDP,508,_T,_T,_T,_T,_T,_T,RCA,_T,PT,0,2017,1.95536680204991
