Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2007,N,SH_H2O_SAFE,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,36.6
2017,N,SH_H2O_SAFE,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,49.8
2007,N,SH_H2O_SAFE,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2007,70.4
2017,N,SH_H2O_SAFE,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2017,77.7
2007,N,SH_H2O_SAFE,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2007,21.9
2017,N,SH_H2O_SAFE,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2017,35.8
2007,N,SH_H2O_SAFE,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,23.2
2017,N,SH_H2O_SAFE,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,38.0
2007,N,SH_H2O_SAFE,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,32.0
2017,N,SH_H2O_SAFE,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,42.9
2007,N,SH_H2O_SAFE,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,26.8
2017,N,SH_H2O_SAFE,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,40.8
2007,N,SH_H2O_SAFE,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,18.3
2017,N,SH_H2O_SAFE,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,29.9
2007,N,SH_H2O_SAFE,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,33.8
2017,N,SH_H2O_SAFE,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,50.0
2007,N,SH_H2O_SAFE,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,29.3
2017,N,SH_H2O_SAFE,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,46.3
2007,N,SH_H2O_SAFE,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,48.8
2017,N,SH_H2O_SAFE,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,61.1
2007,N,SH_H2O_SAFE,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,34.9
2017,N,SH_H2O_SAFE,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,48.9
2007,N,SH_H2O_SAFE,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,56.3
2017,N,SH_H2O_SAFE,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,75.0
2007,N,SH_H2O_SAFE,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,72.4
2017,N,SH_H2O_SAFE,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,90.6
2007,N,SH_H2O_SAFE,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,93.8
2017,N,SH_H2O_SAFE,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,98.7
