Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2011,N,SH_STA_BRTC,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,54.3
2015,N,SH_STA_BRTC,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,73.0
2011,N,SH_STA_BRTC,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2011,80.3
2015,N,SH_STA_BRTC,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2015,91.4
2011,N,SH_STA_BRTC,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2011,44.3
2015,N,SH_STA_BRTC,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2015,66.6
2011,N,SH_STA_BRTC,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,60.5
2015,N,SH_STA_BRTC,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,85.2
2011,N,SH_STA_BRTC,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,35.3
2015,N,SH_STA_BRTC,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,67.2
2011,N,SH_STA_BRTC,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,55.3
2015,N,SH_STA_BRTC,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,74.4
2011,N,SH_STA_BRTC,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,26.4
2015,N,SH_STA_BRTC,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,45.7
2011,N,SH_STA_BRTC,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,51.7
2015,N,SH_STA_BRTC,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,56.8
2011,N,SH_STA_BRTC,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,74.0
2015,N,SH_STA_BRTC,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,73.3
2011,N,SH_STA_BRTC,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,71.1
2015,N,SH_STA_BRTC,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,89.5
2011,N,SH_STA_BRTC,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,59.4
2015,N,SH_STA_BRTC,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,89.1
2011,N,SH_STA_BRTC,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,71.1
2015,N,SH_STA_BRTC,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,85.7
2011,N,SH_STA_BRTC,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,84.0
2015,N,SH_STA_BRTC,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,88.6
2011,N,SH_STA_BRTC,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2011,90.8
2015,N,SH_STA_BRTC,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,95.7
