Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,IT_MOB_OWN,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,22.3710882900826
2015,N,IT_MOB_OWN,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,30.7865427159729
2015,N,IT_MOB_OWN,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,26.3964662956881
2015,N,IT_MOB_OWN,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2015,42.0026509039398
2015,N,IT_MOB_OWN,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2015,18.3858183586566
2015,N,IT_MOB_OWN,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,18.0339230204851
2015,N,IT_MOB_OWN,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,20.1241889967942
2015,N,IT_MOB_OWN,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,16.3910003406581
2015,N,IT_MOB_OWN,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,14.5258403401896
2015,N,IT_MOB_OWN,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,20.0229270156668
2015,N,IT_MOB_OWN,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,27.8380535129412
2015,N,IT_MOB_OWN,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,26.8661891620015
2015,N,IT_MOB_OWN,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,42.9861646743016
2015,N,IT_MOB_OWN,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,44.4314306302416
2015,N,IT_MOB_OWN,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,56.9230604618264
2015,N,IT_MOB_OWN,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2015,64.9582543161835
