Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2007,N,SH_SAN_SAFE,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,18.1
2017,N,SH_SAN_SAFE,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,41.8
2007,N,SH_SAN_SAFE,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2007,46.2
2017,N,SH_SAN_SAFE,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2017,74.6
2007,N,SH_SAN_SAFE,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2007,5.8
2017,N,SH_SAN_SAFE,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2017,25.3
2007,N,SH_SAN_SAFE,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,8.6
2017,N,SH_SAN_SAFE,MZ-A,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,26.8
2007,N,SH_SAN_SAFE,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,8.9
2017,N,SH_SAN_SAFE,MZ-P,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,23.3
2007,N,SH_SAN_SAFE,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,9.6
2017,N,SH_SAN_SAFE,MZ-N,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,24.1
2007,N,SH_SAN_SAFE,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,5.8
2017,N,SH_SAN_SAFE,MZ-Q,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,24.6
2007,N,SH_SAN_SAFE,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,10.3
2017,N,SH_SAN_SAFE,MZ-T,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,44.9
2007,N,SH_SAN_SAFE,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,16.6
2017,N,SH_SAN_SAFE,MZ-B,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,47.9
2007,N,SH_SAN_SAFE,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,21.3
2017,N,SH_SAN_SAFE,MZ-S,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,46.3
2007,N,SH_SAN_SAFE,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,18.0
2017,N,SH_SAN_SAFE,MZ-I,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,55.4
2007,N,SH_SAN_SAFE,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,26.6
2017,N,SH_SAN_SAFE,MZ-G,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,68.6
2007,N,SH_SAN_SAFE,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,47.8
2017,N,SH_SAN_SAFE,MZ-L,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,93.8
2007,N,SH_SAN_SAFE,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,83.3
2017,N,SH_SAN_SAFE,MZ6,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,99.2
