Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2007,N,IT_USE_II99,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,0.6
2017,N,IT_USE_II99,508,F,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,5.3
2007,N,IT_USE_II99,508,F,_T,U,_T,_T,_T,_T,_T,PT,0,2007,1.9
2017,N,IT_USE_II99,508,F,_T,U,_T,_T,_T,_T,_T,PT,0,2017,12.6
2007,N,IT_USE_II99,508,F,_T,R,_T,_T,_T,_T,_T,PT,0,2007,0.03
2017,N,IT_USE_II99,508,F,_T,R,_T,_T,_T,_T,_T,PT,0,2017,1.5
2007,N,IT_USE_II99,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,0.8
2017,N,IT_USE_II99,508,M,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,8.1
2007,N,IT_USE_II99,508,M,_T,U,_T,_T,_T,_T,_T,PT,0,2007,2.4
2017,N,IT_USE_II99,508,M,_T,U,_T,_T,_T,_T,_T,PT,0,2017,18.3
2007,N,IT_USE_II99,508,M,_T,R,_T,_T,_T,_T,_T,PT,0,2007,0.05
2017,N,IT_USE_II99,508,M,_T,R,_T,_T,_T,_T,_T,PT,0,2017,2.8
2007,N,IT_USE_II99,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2007,0.7
2017,N,IT_USE_II99,508,_T,_T,_T,_T,_T,_T,_T,_T,PT,0,2017,6.6
2007,N,IT_USE_II99,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2007,2.3
2017,N,IT_USE_II99,508,_T,_T,U,_T,_T,_T,_T,_T,PT,0,2017,15.3
2007,N,IT_USE_II99,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2007,0.04
2017,N,IT_USE_II99,508,_T,_T,R,_T,_T,_T,_T,_T,PT,0,2017,2.2
