Year,REPORTING_TYPE,SERIES,REF_AREA,SEX,AGE,URBANISATION,EDUCATION_LEV,OCCUPATION,DISABILITY_STATUS,COMPOSITE_BREAKDOWN,INCOME_WEALTH_QUANTILE,UNIT_MEASURE,UNIT_MULT,TIME_DETAIL,Value
2015,N,D19,508,F,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,35.0
2016,N,D19,508,F,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,43.0
2017,N,D19,508,F,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,42.0
2018,N,D19,508,F,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,46.0
2015,N,D19,508,F,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,15.6
2016,N,D19,508,F,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,30.0
2017,N,D19,508,F,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,22.1
2018,N,D19,508,F,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,27.9
2015,N,D19,508,F,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,8.7
2016,N,D19,508,F,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,15.4
2017,N,D19,508,F,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,11.5
2018,N,D19,508,F,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,20.0
2015,N,D19,508,M,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,39.0
2016,N,D19,508,M,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,47.0
2017,N,D19,508,M,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,48.0
2018,N,D19,508,M,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,53.0
2015,N,D19,508,M,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,17.2
2016,N,D19,508,M,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,29.7
2017,N,D19,508,M,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,24.2
2018,N,D19,508,M,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,27.7
2015,N,D19,508,M,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,10.2
2016,N,D19,508,M,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,16.0
2017,N,D19,508,M,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,9.4
2018,N,D19,508,M,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,19.2
2015,N,D19,508,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2015,37.0
2016,N,D19,508,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2016,45.0
2017,N,D19,508,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2017,45.0
2018,N,D19,508,_T,_T,_T,AGG_1_2,_T,_T,_T,_T,PT,0,2018,49.0
2015,N,D19,508,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2015,16.4
2016,N,D19,508,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2016,29.9
2017,N,D19,508,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2017,23.2
2018,N,D19,508,_T,_T,_T,AGG_2,_T,_T,_T,_T,PT,0,2018,27.8
2015,N,D19,508,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2015,9.5
2016,N,D19,508,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2016,15.7
2017,N,D19,508,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2017,10.4
2018,N,D19,508,_T,_T,_T,AGG_3,_T,_T,_T,_T,PT,0,2018,19.6
